asset_id,address,x,y,asset_type,insured_value_dkk
A-204122,Birkevej 91,538440.97,6243593.59,residential,17049000
A-202064,Noerregade 174,610027.52,6101576.35,residential,40364000
A-206264,Egevej 152,556763.03,6140367.83,commercial,39003000
A-211667,Vestergade 3,547434.21,6218925.87,commercial,24619000
A-214709,Vestergade 104,504737.62,6241286.51,public,11292000
A-213167,Vestergade 212,557494.52,6265262.92,residential,41984000
A-211331,Noerregade 237,715298.67,6191824.37,residential,26010000
A-212714,Noerregade 17,584781.36,6371178.68,residential,29562000
A-210491,Skovvej 77,530024.10,6154747.47,residential,37853000
A-213668,Birkevej 123,698928.70,6193742.05,public,32468000
A-205535,Birkevej 110,710815.54,6203557.90,commercial,8995000
A-205184,Bakkevej 97,499276.52,6192794.13,commercial,30898000
A-211379,Lindevej 189,545485.10,6340751.88,commercial,19477000
A-209168,Birkevej 43,709436.24,6212379.08,agricultural,26344000
A-212846,Soendergade 136,701732.34,6181533.95,public,29987000
A-209666,Toftevej 145,653784.13,6192144.29,agricultural,20497000
A-205454,Havnegade 156,708023.04,6201560.92,agricultural,30366000
A-210155,Birkevej 125,570855.63,6167466.55,residential,36129000
A-208943,Moellevej 39,647856.62,6151689.53,residential,38536000
A-210122,Birkevej 145,682212.80,6180012.35,residential,35806000
A-205328,Toftevej 85,489092.34,6159007.77,residential,9747000
A-207080,Stationsvej 200,700609.29,6186267.73,public,2652000
A-203402,Stationsvej 36,633507.92,6154523.23,public,24984000
A-206240,Aavej 231,703511.43,6164944.28,agricultural,13068000
A-211070,Vestergade 38,569887.15,6214527.64,agricultural,26964000
A-203690,Toftevej 218,701585.56,6158490.07,commercial,23574000
A-214007,Egevej 94,550194.47,6137752.99,commercial,12378000
A-213908,Moellevej 130,633526.48,6140777.68,public,39672000
A-206483,Vestergade 115,575765.16,6377150.24,residential,24674000
A-204119,Kirkevej 59,540929.95,6201731.17,residential,20506000
A-209540,Skovvej 147,706944.92,6165194.53,agricultural,38627000
A-214694,Toftevej 122,682101.69,6147688.05,public,14419000
A-204017,Aavej 13,530065.67,6265544.24,public,29745000
A-207260,Strandvej 13,663825.38,6139194.80,residential,15026000
A-205748,Toftevej 148,480612.61,6188725.19,residential,38720000
A-206243,Kirkevej 42,557915.40,6242100.44,agricultural,33088000
A-203381,Havnegade 59,553627.07,6259079.99,residential,22344000
A-204518,Stationsvej 86,560769.37,6110785.71,commercial,499000
A-200516,Aavej 20,713528.33,6179471.77,industrial,21284000
A-214070,Noerregade 126,724178.93,6199730.07,commercial,6360000
A-208169,Engvej 84,646735.30,6123574.32,residential,31562000
A-202382,Egevej 140,726333.24,6174428.65,residential,26474000
A-213326,Vestergade 26,717176.58,6180895.20,industrial,10262000
A-202706,Havnegade 48,591657.12,6125330.29,public,29624000
A-205799,Skovvej 214,502255.85,6260219.95,residential,13481000
A-200663,Skovvej 145,488250.55,6254418.68,residential,12051000
A-201083,Noerregade 10,576826.90,6160896.21,commercial,1454000
A-211901,Stationsvej 144,717006.56,6195302.05,residential,28751000
A-206975,Bakkevej 183,580573.85,6145332.43,agricultural,19131000
A-203153,Skovvej 184,699417.37,6200032.87,industrial,10032000
A-205397,Birkevej 7,681351.55,6146894.38,agricultural,32827000
A-213980,Havnegade 148,719781.48,6195334.93,residential,10626000
A-205412,Lindevej 101,554101.97,6326408.79,public,32082000
A-203408,Moellevej 177,561816.26,6154002.14,residential,12201000
A-207725,Kirkevej 40,553651.33,6234472.03,public,39248000
A-213197,Noerregade 235,508828.98,6305832.72,commercial,23588000
A-201671,Egevej 235,584211.26,6201193.95,agricultural,35044000
A-207365,Noerregade 78,541512.78,6269283.88,residential,12519000
A-213455,Lindevej 92,716369.34,6188058.93,agricultural,26877000
A-200705,Toftevej 102,506314.66,6162898.41,residential,21113000
A-204554,Strandvej 47,564422.47,6192985.99,industrial,17138000
A-210932,Strandvej 184,713381.72,6215683.43,industrial,23613000
A-209909,Moellevej 145,712092.21,6191558.24,residential,4204000
A-207539,Aavej 4,720324.12,6173875.91,industrial,1005000
A-203795,Strandvej 171,540627.26,6242976.17,residential,6660000
A-207887,Stationsvej 51,533813.53,6090517.05,residential,6596000
A-201674,Noerregade 184,654869.26,6168316.33,residential,14141000
A-208967,Engvej 190,549511.29,6148076.95,public,26124000
A-207686,Bakkevej 130,723221.26,6173740.08,residential,5857000
A-208913,Havnegade 210,574125.37,6233233.14,residential,4970000
A-211712,Birkevej 215,489015.36,6291143.61,industrial,9136000
A-206870,Noerregade 169,565848.37,6130500.13,industrial,20757000
A-202442,Noerregade 87,552883.92,6228056.14,commercial,16637000
A-202922,Strandvej 57,524463.08,6198064.70,agricultural,4960000
A-209822,Egevej 208,522261.01,6335209.26,industrial,10511000
A-210506,Engvej 100,706544.07,6193228.08,agricultural,28837000
A-210029,Engvej 87,540717.55,6260627.42,commercial,41100000
A-204653,Havnegade 79,686884.47,6189668.26,residential,25107000
A-207305,Soendergade 128,569217.18,6232402.55,residential,19352000
A-209423,Noerregade 165,579372.81,6119477.06,residential,3942000
A-204881,Havnegade 176,683180.79,6173823.74,agricultural,40871000
A-213962,Strandvej 33,574100.69,6235613.10,commercial,4252000
A-213584,Egevej 187,500178.16,6129527.79,residential,27824000
A-214163,Strandvej 71,714836.97,6188204.37,public,21499000
A-211898,Bakkevej 38,542583.73,6238586.50,residential,40765000
A-205481,Strandvej 87,558010.23,6339037.07,industrial,12365000
A-202223,Skovvej 36,547303.63,6201364.67,commercial,31138000
A-207992,Birkevej 129,521470.45,6242663.41,public,38743000
A-204773,Lindevej 188,483132.93,6228586.70,residential,26895000
A-207665,Strandvej 223,494738.05,6193637.18,public,24263000
A-212186,Noerregade 154,571518.55,6264096.14,agricultural,16462000
A-201869,Birkevej 196,548124.13,6090231.20,residential,30876000
A-210320,Havnegade 10,576806.29,6331166.88,residential,24176000
A-207830,Kirkevej 183,538502.28,6268021.68,residential,26524000
A-206687,Stationsvej 119,516849.66,6335032.85,industrial,16972000
A-211256,Engvej 165,658853.23,6123225.79,industrial,25296000
A-214031,Skovvej 108,703316.26,6164122.62,public,28280000
A-211754,Egevej 58,685555.58,6116609.64,residential,13199000
A-210392,Engvej 2,543302.80,6252289.34,residential,31546000
A-210359,Engvej 161,722121.90,6177219.21,agricultural,32167000
A-211652,Lindevej 152,706982.78,6179969.99,commercial,25863000
A-206372,Strandvej 56,703750.14,6191401.21,commercial,6062000
A-208523,Engvej 221,534058.43,6134711.28,industrial,18278000
A-201122,Egevej 73,583284.09,6140724.75,industrial,29462000
A-213974,Strandvej 72,685086.39,6198775.45,public,23411000
A-206477,Toftevej 203,635589.10,6128665.09,residential,17244000
A-200474,Toftevej 50,705620.83,6187853.22,residential,16654000
A-209333,Aavej 177,673035.73,6173380.76,industrial,33256000
A-203816,Havnegade 17,677365.43,6184176.29,residential,30885000
A-204140,Egevej 230,498040.68,6178934.65,agricultural,11553000
A-205541,Engvej 73,691669.16,6146281.11,agricultural,1991000
A-201821,Aavej 84,526352.64,6146459.25,residential,6628000
A-205898,Engvej 233,716096.06,6166823.50,residential,9997000
A-205208,Egevej 186,507266.00,6254809.91,commercial,15583000
A-203360,Noerregade 77,540661.64,6225230.31,residential,35442000
A-206432,Lindevej 7,574504.65,6113654.07,agricultural,40276000
A-203522,Havnegade 192,654081.18,6147736.60,agricultural,20297000
A-203933,Strandvej 122,710053.17,6209901.39,commercial,18822000
A-203717,Moellevej 97,705438.97,6185376.98,commercial,34532000
A-200612,Stationsvej 161,560799.59,6243463.07,residential,20644000
A-200387,Bakkevej 67,708995.38,6193249.25,residential,13604000
A-205427,Birkevej 122,580587.76,6211869.50,industrial,14299000
A-212168,Vestergade 18,543298.48,6206172.98,residential,3692000
A-203927,Bakkevej 45,549061.14,6155140.99,residential,23345000
A-206474,Strandvej 164,584865.87,6150414.14,residential,40863000
A-205112,Kirkevej 97,649266.01,6118499.95,public,34660000
A-202577,Moellevej 196,550946.77,6253983.70,industrial,15659000
A-207599,Toftevej 37,585416.23,6349185.97,agricultural,17547000
A-208484,Havnegade 104,476594.15,6106720.68,residential,4142000
A-201461,Lindevej 94,564940.26,6262821.31,residential,37375000
A-210839,Aavej 122,656408.18,6146041.57,residential,33497000
A-208559,Aavej 112,583908.66,6250830.69,residential,18975000
A-204377,Havnegade 187,724001.55,6189612.32,residential,26931000
A-206867,Havnegade 83,672455.16,6175379.86,agricultural,14448000
A-209849,Soendergade 203,476122.23,6276918.50,residential,38618000
A-212435,Stationsvej 110,484414.68,6276280.48,commercial,26716000
A-212468,Skovvej 139,703593.81,6208925.45,industrial,5835000
A-204299,Soendergade 226,483245.61,6233143.50,agricultural,16133000
A-200069,Soendergade 62,584921.95,6333306.75,public,28308000
A-210236,Soendergade 48,548647.48,6213524.64,commercial,16927000
A-214562,Aavej 216,531782.67,6255437.49,industrial,24863000
A-201431,Skovvej 229,721911.21,6168489.01,public,26110000
A-212984,Engvej 132,714611.28,6168719.12,agricultural,34856000
A-207221,Aavej 222,593080.55,6154505.00,commercial,16693000
A-203303,Moellevej 56,537634.81,6268280.55,residential,8533000
A-210971,Stationsvej 69,557205.65,6263238.03,residential,9322000
A-202628,Havnegade 134,706922.28,6163400.86,commercial,10429000
A-214697,Soendergade 171,699547.86,6182327.99,commercial,14353000
A-206873,Havnegade 11,701008.95,6183205.88,agricultural,41756000
A-214799,Birkevej 34,663262.41,6119391.32,public,25592000
A-211541,Egevej 75,557970.11,6267793.64,residential,7971000
A-213845,Lindevej 3,570200.49,6272077.99,residential,23546000
A-211427,Soendergade 88,558147.81,6371923.43,commercial,33705000
A-208790,Toftevej 152,680339.49,6117143.14,residential,23215000
A-201239,Strandvej 130,579458.24,6216543.65,residential,40092000
A-200327,Bakkevej 227,709441.31,6170560.04,agricultural,10948000
A-213317,Egevej 189,557251.28,6248235.29,commercial,29465000
A-202955,Kirkevej 69,558357.50,6237327.22,agricultural,9802000
A-207602,Skovvej 107,528446.60,6135890.34,residential,4645000
A-202082,Noerregade 40,532218.06,6220276.44,residential,32872000
A-214364,Aavej 21,668616.40,6178113.84,residential,33844000
A-212711,Kirkevej 164,598939.13,6102041.58,commercial,14476000
A-206285,Egevej 156,709087.10,6164419.51,residential,14870000
A-202748,Engvej 54,656827.29,6198641.30,residential,23045000
A-200222,Bakkevej 21,664393.85,6143200.96,residential,33979000
A-211493,Skovvej 122,556148.63,6271119.98,agricultural,30224000
A-206399,Birkevej 68,528473.40,6287427.59,residential,5806000
A-207200,Egevej 235,717441.37,6174421.84,agricultural,13420000
A-204068,Vestergade 138,702574.74,6189449.77,agricultural,34540000
A-214730,Strandvej 48,496951.67,6155260.57,agricultural,11273000
A-207626,Aavej 21,611293.65,6132875.99,agricultural,4689000
A-211946,Moellevej 183,717384.46,6176660.17,residential,10865000
A-201170,Bakkevej 8,725099.07,6168862.50,public,7338000
A-210416,Toftevej 14,705866.95,6177854.20,public,33006000
A-202676,Engvej 131,711448.15,6203730.26,residential,5546000
A-213947,Kirkevej 225,481782.28,6262299.04,residential,15589000
A-202142,Engvej 74,604451.73,6167574.75,residential,26114000
A-211961,Havnegade 49,542793.12,6254773.67,residential,20510000
A-205232,Skovvej 21,705668.92,6198302.52,residential,38305000
A-205865,Egevej 156,545072.81,6238794.75,public,14962000
A-206513,Skovvej 223,653190.53,6159770.58,agricultural,6921000
A-214808,Lindevej 147,539856.50,6212501.50,residential,35124000
A-205796,Soendergade 4,558786.90,6196990.46,residential,12752000
A-208703,Soendergade 200,705761.35,6154231.66,residential,12355000
A-213680,Kirkevej 56,554296.47,6157353.19,residential,3583000
A-203636,Birkevej 218,569258.51,6371989.37,residential,35844000
A-210266,Kirkevej 193,723893.02,6167764.96,agricultural,11575000
A-207557,Toftevej 209,514801.14,6244625.16,public,8167000
A-212321,Egevej 106,514687.60,6129364.06,commercial,32624000
A-200576,Skovvej 176,539236.95,6200999.07,residential,29405000
A-214961,Skovvej 71,589413.46,6351854.89,residential,24341000
A-201998,Noerregade 184,653965.54,6119753.34,residential,12234000
A-203399,Skovvej 17,527210.79,6348699.18,public,41623000
A-204227,Soendergade 92,582697.95,6272074.11,public,26660000
A-202112,Strandvej 22,602893.62,6128932.91,industrial,35122000
A-208823,Noerregade 157,543513.08,6219947.59,residential,3845000
A-209363,Kirkevej 60,518921.52,6236814.34,public,17264000
A-202889,Egevej 5,558179.16,6200069.11,industrial,40660000
A-213536,Noerregade 30,688248.67,6135106.66,residential,29701000
A-207776,Bakkevej 112,571061.83,6239280.65,residential,37407000
A-212783,Stationsvej 29,574237.89,6221238.61,commercial,11492000
A-204977,Skovvej 72,503982.79,6296981.65,agricultural,17262000
A-207110,Toftevej 233,578653.75,6250940.69,residential,25137000
A-206156,Lindevej 153,647725.02,6159813.27,commercial,33193000
A-209477,Noerregade 195,489629.42,6113427.08,commercial,15519000
A-206099,Soendergade 170,491090.01,6124930.53,industrial,11262000
A-206717,Egevej 203,542786.43,6250221.33,agricultural,29653000
A-214901,Strandvej 31,562326.05,6226633.29,commercial,3586000
A-207908,Vestergade 124,728582.21,6181916.00,residential,39252000
A-212219,Soendergade 54,540704.57,6331458.06,residential,23015000
A-212150,Vestergade 231,563641.62,6238672.05,commercial,12653000
A-212957,Moellevej 72,550439.44,6272327.28,commercial,32140000
A-211229,Birkevej 170,725609.51,6180508.06,agricultural,39485000
A-203576,Bakkevej 197,719579.34,6213854.39,residential,31512000
A-201284,Havnegade 100,484548.49,6212509.05,residential,28866000
A-203354,Soendergade 70,716057.99,6167021.76,residential,30053000
A-205808,Skovvej 226,491338.88,6139357.70,residential,31853000
A-210221,Bakkevej 121,476048.71,6276564.35,agricultural,39415000
A-201602,Bakkevej 50,707633.72,6188631.57,industrial,19764000
A-205439,Aavej 84,704127.61,6171516.93,residential,12239000
A-211733,Kirkevej 29,545387.32,6103997.33,residential,20866000
A-205877,Lindevej 207,661413.80,6196594.13,residential,24306000
A-206075,Toftevej 172,546771.02,6197137.31,industrial,23730000
A-213566,Toftevej 180,555895.50,6266652.16,residential,26047000
A-206003,Havnegade 60,570006.98,6227524.91,industrial,17071000
A-205739,Lindevej 89,705281.44,6168955.20,residential,39544000
A-208481,Aavej 220,524438.94,6275352.63,agricultural,28636000
A-211151,Skovvej 180,703701.76,6162395.82,public,30307000
A-206429,Bakkevej 11,643911.94,6152290.56,residential,8746000
A-214634,Vestergade 132,516589.03,6189730.69,public,14280000
A-205280,Kirkevej 19,530862.82,6185126.95,residential,7056000
A-205130,Skovvej 38,727883.88,6184400.93,agricultural,715000
A-204677,Lindevej 183,717301.56,6199558.61,residential,5340000
A-214967,Kirkevej 182,616826.24,6117320.48,residential,12121000
A-211076,Kirkevej 232,711469.31,6191658.47,industrial,20111000
A-212486,Bakkevej 207,524228.12,6359379.53,commercial,15026000
A-202100,Vestergade 79,698937.86,6164200.92,industrial,22944000
A-203414,Bakkevej 223,714652.61,6191565.61,residential,4088000
A-207152,Aavej 180,519471.72,6289527.35,industrial,34639000
A-210083,Lindevej 178,581460.64,6249158.36,commercial,9625000
A-209552,Egevej 34,534010.47,6285943.15,residential,10014000
A-207932,Kirkevej 127,539917.86,6214057.11,residential,33078000
A-204188,Strandvej 205,571418.23,6243308.61,public,33952000
A-214991,Egevej 155,510712.16,6248629.93,residential,40698000
A-207704,Moellevej 202,536535.69,6285651.58,residential,14683000
A-205688,Vestergade 155,728225.92,6168252.10,commercial,23810000
A-210353,Egevej 218,711653.92,6179480.95,residential,3423000
A-213344,Kirkevej 224,575126.46,6258150.14,industrial,9588000
A-214121,Engvej 121,499351.40,6253152.28,agricultural,12808000
A-208232,Vestergade 14,680833.14,6193345.09,industrial,11949000
A-202973,Toftevej 130,528342.79,6189280.34,residential,19552000
A-208487,Birkevej 240,554184.64,6152469.97,agricultural,24922000
A-204311,Soendergade 205,634683.48,6157470.70,commercial,21106000
A-207029,Skovvej 108,711229.65,6182770.20,public,9054000
A-209768,Vestergade 97,704261.33,6194814.79,residential,20725000
A-208700,Havnegade 10,476227.13,6233581.88,industrial,25879000
A-210635,Stationsvej 79,693999.83,6128991.87,residential,37074000
A-204509,Skovvej 43,506090.37,6238616.57,public,30850000
A-213725,Toftevej 2,636692.70,6183561.04,public,28649000
A-202817,Stationsvej 137,560133.84,6138428.76,residential,20461000
A-210053,Bakkevej 167,656047.18,6188975.50,agricultural,21678000
A-211517,Skovvej 190,492798.67,6125860.46,residential,484000
A-214469,Skovvej 101,567052.86,6200661.06,residential,39745000
A-203909,Egevej 187,712521.29,6201060.41,residential,8766000
A-207086,Aavej 131,570201.72,6352003.06,residential,13752000
A-205196,Bakkevej 146,677035.59,6192711.20,commercial,25253000
A-214076,Stationsvej 91,637626.37,6201119.69,residential,30392000
A-202088,Havnegade 133,513048.18,6339621.13,agricultural,32306000
A-202391,Kirkevej 39,477929.88,6220721.36,public,11537000
A-209702,Vestergade 195,713173.49,6185652.03,residential,41866000
A-209072,Kirkevej 114,497181.38,6099140.94,residential,27465000
A-210038,Birkevej 237,617050.14,6114000.29,agricultural,9470000
A-211550,Noerregade 154,584839.49,6233614.53,commercial,16808000
A-204704,Soendergade 127,571569.61,6198034.00,residential,12072000
A-202037,Soendergade 138,718107.90,6195674.34,public,35633000
A-204242,Soendergade 140,550733.61,6160302.63,commercial,24523000
A-201269,Moellevej 84,543538.84,6253809.91,industrial,14348000
A-209741,Stationsvej 163,526564.73,6259091.99,residential,13105000
A-200861,Skovvej 167,653137.38,6127110.30,commercial,18039000
A-210893,Skovvej 192,587724.13,6378324.20,industrial,35989000
A-204767,Noerregade 213,575693.17,6202552.52,agricultural,12027000
A-207044,Stationsvej 122,699226.14,6193904.09,residential,26374000
A-210422,Egevej 207,582282.65,6246389.05,commercial,907000
A-212354,Birkevej 213,574742.40,6337988.04,residential,21524000
A-204338,Stationsvej 33,669977.96,6193425.97,agricultural,18922000
A-204614,Stationsvej 107,636715.82,6197212.50,industrial,15034000
A-200132,Bakkevej 115,666885.02,6130734.00,commercial,22264000
A-211460,Aavej 76,665722.23,6135146.17,agricultural,10874000
A-205400,Soendergade 107,635710.35,6113851.09,public,40445000
A-212375,Toftevej 153,703102.25,6190230.57,public,16185000
A-209567,Moellevej 89,701067.53,6179372.31,public,14998000
A-205154,Kirkevej 8,718918.14,6178804.32,residential,16632000
A-206693,Noerregade 89,583155.03,6233786.35,industrial,24347000
A-203108,Soendergade 194,675165.55,6187353.43,residential,16016000
A-200279,Stationsvej 165,684401.48,6193941.05,residential,31245000
A-203240,Lindevej 112,547301.09,6252661.29,industrial,19045000
A-200054,Vestergade 115,707134.93,6163052.00,agricultural,11772000
A-214946,Toftevej 82,689989.79,6126349.59,residential,24623000
A-213704,Stationsvej 147,578834.91,6258091.84,public,5660000
A-212096,Noerregade 95,579173.27,6358000.90,residential,970000
A-202505,Skovvej 101,728241.19,6185553.93,residential,21221000
A-206510,Vestergade 122,602000.39,6102714.28,agricultural,22740000
A-201233,Vestergade 171,565397.37,6370443.43,residential,35365000
A-201323,Moellevej 85,509740.14,6296993.74,commercial,39075000
A-205268,Toftevej 94,515419.57,6155111.97,commercial,26052000
A-208730,Engvej 129,700122.53,6213631.88,residential,31909000
A-201977,Birkevej 206,672083.65,6141647.91,commercial,19655000
A-211595,Strandvej 230,713235.80,6207701.63,public,20374000
A-214919,Bakkevej 230,521049.53,6116299.69,residential,5912000
A-204740,Skovvej 96,579169.81,6132296.87,residential,24123000
A-211565,Birkevej 68,671581.98,6148188.69,commercial,7819000
A-214415,Toftevej 146,720074.51,6209301.98,residential,21029000
A-213524,Havnegade 209,704478.47,6163207.43,industrial,7667000
A-210827,Moellevej 153,540980.79,6195060.94,residential,589000
A-200963,Aavej 89,701863.73,6165289.99,agricultural,6187000
A-208502,Toftevej 66,529593.26,6181578.47,agricultural,37550000
A-203642,Bakkevej 228,709854.82,6189443.90,residential,4042000
A-208781,Noerregade 91,564292.29,6260574.63,residential,15452000
A-213086,Birkevej 102,716454.11,6196073.02,residential,1936000
A-208481,Stationsvej 195,541874.39,6205104.59,public,680000
A-200285,Havnegade 15,711751.31,6204292.65,public,19709000
A-202997,Strandvej 240,537949.22,6277893.97,public,11466000
A-203570,Havnegade 217,519628.40,6305353.38,commercial,27405000
A-203294,Vestergade 178,554443.09,6256762.47,residential,39488000
A-213602,Bakkevej 39,552841.80,6197854.85,industrial,9863000
A-208520,Stationsvej 26,724344.44,6201067.90,residential,13387000
A-206363,Lindevej 204,682028.10,6117639.28,agricultural,20400000
A-202076,Kirkevej 211,707610.06,6183328.24,residential,11455000
A-206090,Vestergade 159,662092.72,6171434.19,public,23094000
A-204749,Havnegade 58,497776.18,6218701.21,industrial,7913000
A-209675,Engvej 175,543282.92,6194605.13,public,11342000
A-214505,Kirkevej 8,541281.48,6206900.63,industrial,11960000
A-209900,Strandvej 204,706493.52,6200040.42,residential,22599000
A-210362,Toftevej 162,538094.62,6209655.43,residential,16421000
A-212213,Aavej 81,502560.30,6240963.84,agricultural,39211000
A-206612,Birkevej 139,650611.21,6150768.29,commercial,18307000
A-203963,Engvej 238,552482.22,6267010.37,residential,19390000
A-204533,Kirkevej 148,569850.49,6252637.79,residential,21349000
A-204248,Toftevej 62,709724.60,6178013.87,residential,31728000
A-201638,Birkevej 38,595625.29,6144569.40,public,3949000
A-213998,Engvej 43,511692.76,6274890.40,residential,8632000
A-211232,Birkevej 161,586978.53,6208245.59,residential,2477000
A-206216,Kirkevej 239,669583.86,6170295.61,public,5866000
A-209993,Lindevej 58,478302.77,6275899.52,residential,22249000
A-206093,Egevej 68,512854.58,6082313.99,residential,9008000
A-212318,Birkevej 200,559435.39,6205439.93,commercial,16768000
A-202703,Havnegade 190,553023.51,6255352.09,industrial,8058000
A-208004,Stationsvej 7,718468.22,6211690.22,residential,5715000
A-213551,Soendergade 207,704915.13,6215284.49,residential,16510000
A-201437,Soendergade 172,706658.84,6161192.01,public,23521000
A-202130,Havnegade 62,545255.16,6381043.47,industrial,31468000
A-202871,Havnegade 46,594744.59,6316571.11,public,26752000
A-203171,Bakkevej 213,488186.90,6091801.25,residential,21274000
A-213866,Kirkevej 56,563087.24,6236403.88,industrial,14311000
A-208238,Birkevej 55,708463.36,6193129.58,industrial,13764000
A-208847,Aavej 143,582524.57,6158493.28,residential,23410000
A-204335,Stationsvej 207,574203.48,6226178.04,public,17663000
A-208307,Soendergade 37,573399.43,6212023.98,commercial,4304000
A-210665,Noerregade 142,722299.20,6199307.02,residential,23764000
A-214748,Toftevej 191,709030.69,6196911.32,commercial,31106000
A-206177,Moellevej 145,518000.62,6253221.90,residential,6276000
A-214781,Havnegade 137,717563.07,6193181.13,residential,1117000
A-206684,Havnegade 226,717169.97,6188526.34,residential,24620000
A-213872,Aavej 158,699047.88,6214820.19,public,31849000
A-206450,Egevej 67,722160.71,6189581.63,industrial,21948000
A-206822,Bakkevej 189,649990.71,6128148.81,industrial,26050000
A-204902,Bakkevej 68,538014.90,6191734.78,public,11612000
A-205253,Toftevej 113,722059.74,6193048.96,residential,23383000
A-208721,Havnegade 198,713320.24,6177917.05,residential,8474000
A-212912,Soendergade 177,523050.22,6197297.83,residential,17204000
A-202520,Moellevej 138,656653.72,6123942.62,commercial,16104000
A-210926,Kirkevej 64,509684.27,6291755.10,residential,25171000
A-210425,Havnegade 219,509052.94,6100872.60,residential,1278000
A-202499,Engvej 21,720953.94,6174048.44,agricultural,41723000
A-207503,Aavej 163,601542.71,6125635.60,industrial,12049000
A-206060,Bakkevej 213,714201.61,6198174.01,residential,5184000
A-200375,Skovvej 146,587612.73,6332312.89,residential,28451000
A-205370,Havnegade 150,721391.25,6175170.14,public,21164000
A-202580,Strandvej 164,594983.71,6144887.00,public,23970000
A-200177,Havnegade 78,725001.71,6172484.02,commercial,37446000
A-202481,Aavej 108,525637.49,6328651.71,residential,9757000
A-205508,Skovvej 38,508166.40,6290386.11,residential,6158000
A-210614,Lindevej 48,585474.27,6317593.85,residential,2231000
A-201680,Noerregade 178,537077.18,6269552.23,commercial,27653000
A-211091,Moellevej 84,488690.87,6177903.58,agricultural,10701000
A-204482,Aavej 89,482728.29,6290805.66,industrial,10152000
A-202649,Noerregade 173,483963.94,6297056.88,residential,15822000
A-203891,Bakkevej 175,704535.61,6211681.65,industrial,40699000
A-202763,Vestergade 99,529177.51,6298046.94,public,19254000
A-212948,Aavej 130,509412.12,6111860.09,residential,24467000
A-213224,Havnegade 42,718438.63,6161940.50,residential,32615000
A-211505,Aavej 83,482792.24,6150990.66,public,19110000
A-213332,Soendergade 12,711844.85,6181026.50,public,20932000
A-201848,Lindevej 207,637144.16,6132340.07,commercial,10232000
A-209207,Strandvej 121,701550.01,6179487.90,agricultural,8869000
A-210467,Moellevej 156,576231.25,6308238.36,residential,1468000
A-206393,Birkevej 88,727055.99,6173048.38,industrial,7283000
A-208793,Toftevej 133,727099.06,6207023.65,residential,25414000
A-207458,Strandvej 131,712118.87,6211164.86,residential,37426000
A-212303,Noerregade 143,724176.26,6164049.92,residential,22136000
A-209240,Lindevej 66,648553.35,6160318.91,residential,8071000
A-209225,Havnegade 34,704621.78,6176794.86,residential,32634000
A-207767,Toftevej 131,725318.97,6196966.42,commercial,28390000
A-208268,Egevej 81,722931.17,6180110.34,agricultural,32874000
A-208436,Aavej 185,703203.83,6205471.90,residential,36623000
A-200228,Moellevej 82,726792.95,6196161.97,commercial,38544000
A-203255,Skovvej 192,516688.85,6312619.91,residential,41969000
A-200849,Bakkevej 191,559083.48,6313344.52,public,15072000
A-213968,Toftevej 105,708377.33,6172891.65,commercial,18922000
A-208631,Havnegade 78,493202.99,6165970.64,residential,9735000
A-209210,Birkevej 101,567279.73,6329961.65,residential,39982000
A-212633,Strandvej 156,540494.74,6222985.91,residential,34300000
A-201167,Soendergade 97,694493.50,6185598.39,industrial,24355000
A-214715,Strandvej 57,635992.32,6134342.52,commercial,21028000
A-211187,Engvej 100,702566.55,6173491.11,residential,18444000
A-214115,Egevej 92,727145.56,6199153.20,industrial,15732000
A-211622,Skovvej 181,723253.81,6174924.75,public,35982000
A-201737,Noerregade 82,480377.47,6261314.10,residential,14764000
A-202496,Kirkevej 13,579052.77,6111774.95,industrial,30450000
A-203048,Lindevej 238,703215.14,6197558.49,residential,21988000
A-210386,Toftevej 231,520099.14,6091510.17,agricultural,24896000
A-205079,Kirkevej 229,477457.10,6287250.33,residential,29989000
A-204689,Stationsvej 228,710907.92,6175402.94,residential,19668000
A-209708,Havnegade 158,719515.90,6177540.75,residential,30282000
A-204971,Kirkevej 225,565915.90,6224733.90,residential,5392000
A-204293,Kirkevej 187,561538.76,6226290.67,residential,38748000
A-214136,Strandvej 97,537837.58,6262141.57,industrial,38783000
A-208583,Bakkevej 10,614317.60,6145436.05,agricultural,15326000
A-203810,Egevej 113,583299.50,6235913.51,agricultural,28339000
A-206546,Engvej 9,581522.20,6096117.16,agricultural,21174000
A-206573,Vestergade 97,726711.90,6200599.04,commercial,33388000
A-201815,Skovvej 156,578851.46,6131112.39,commercial,34141000
A-210503,Strandvej 7,705967.07,6176091.35,public,33223000
A-205058,Toftevej 104,705117.65,6209397.40,residential,26115000
A-203729,Lindevej 84,555539.49,6194685.39,residential,13518000
A-214307,Lindevej 162,674955.04,6152864.60,residential,37067000
A-214214,Aavej 63,707040.62,6197397.24,residential,30229000
A-210311,Bakkevej 55,717535.05,6211549.07,commercial,15037000
A-200051,Moellevej 64,641734.18,6202688.82,residential,28451000
A-202874,Lindevej 58,580291.90,6347110.00,commercial,31728000
A-205514,Aavej 82,544357.14,6330624.06,agricultural,27695000
A-204218,Stationsvej 193,677186.88,6153437.85,industrial,19821000
A-201080,Egevej 62,570491.54,6119857.62,public,18268000
A-210641,Soendergade 99,724744.30,6193670.94,residential,8699000
